countyFIPS,NUM_LICENSED_BEDS
47015,60.0
47017,70.0
47019,121.0
47021,12.0
47025,85.0
47027,0.0
47029,74.0
47031,160.0
47035,189.0
47037,4382.0
47041,71.0
47043,157.0
47045,225.0
47051,152.0
47053,70.0
47055,95.0
47059,240.0
47063,167.0
47065,1735.0
47067,10.0
47069,238.0
47071,58.0
47073,50.0
47077,45.0
47079,142.0
47081,25.0
47083,25.0
47085,25.0
47089,58.0
47091,2.0
47093,1733.0
47097,25.0
47099,99.0
47103,59.0
47105,50.0
47107,118.0
47111,25.0
47113,900.0
47117,25.0
47119,271.0
47123,59.0
47125,337.0
47131,173.0
47133,114.0
47135,53.0
47141,285.0
47143,25.0
47145,54.0
47147,109.0
47149,838.0
47151,25.0
47155,79.0
47157,4052.0
47159,25.0
47163,1211.0
47165,265.0
47167,100.0
47169,25.0
47171,48.0
47177,125.0
47179,731.0
47181,80.0
47183,156.0
47185,60.0
47187,310.0
47189,170.0
48001,156.0
48003,34.0
48005,465.0
48013,67.0
48015,32.0
48017,25.0
48021,8.0
48023,25.0
48025,69.0
48027,1302.0
48029,6141.0
48035,25.0
48037,864.0
48039,267.0
48041,684.0
48043,25.0
48049,188.0
48051,25.0
48053,71.0
48055,58.0
48057,25.0
48061,1374.0
48063,25.0
48069,17.0
48071,14.0
48073,385.0
48075,39.0
48077,25.0
48079,18.0
48083,25.0
48085,2571.0
48087,13.0
48089,65.0
48091,208.0
48093,25.0
48095,16.0
48097,78.0
48099,25.0
48103,25.0
48107,25.0
48109,14.0
48113,8257.0
48115,21.0
48117,42.0
48121,1484.0
48123,49.0
48127,25.0
48133,52.0
48135,638.0
48139,189.0
48141,2598.0
48143,98.0
48145,36.0
48147,311.0
48149,65.0
48151,14.0
48153,25.0
48157,1169.0
48161,37.0
48163,22.0
48165,33.0
48167,815.0
48171,84.0
48177,33.0
48179,109.0
48181,676.0
48183,741.0
48185,25.0
48187,153.0
48189,88.0
48193,25.0
48195,14.0
48197,24.0
48199,0.0
48201,15719.0
48203,149.0
48205,21.0
48207,25.0
48209,435.0
48211,26.0
48213,127.0
48215,1421.0
48217,25.0
48219,48.0
48221,73.0
48223,96.0
48225,25.0
48227,290.0
48231,221.0
48233,25.0
48237,17.0
48239,25.0
48241,59.0
48245,1198.0
48249,135.0
48251,137.0
48253,45.0
48255,25.0
48257,379.0
48265,568.0
48267,15.0
48273,96.0
48275,25.0
48277,154.0
48279,75.0
48281,25.0
48285,48.0
48291,41.0
48293,78.0
48299,27.0
48303,2115.0
48305,24.0
48307,25.0
48309,619.0
48313,25.0
48317,18.0
48321,75.0
48323,101.0
48325,25.0
48329,616.0
48335,25.0
48337,22.0
48339,1710.0
48341,25.0
48347,392.0
48349,162.0
48353,86.0
48355,1356.0
48357,25.0
48363,74.0
48365,42.0
48367,129.0
48369,25.0
48371,39.0
48373,66.0
48375,985.0
48383,7.0
48389,25.0
48391,20.0
48397,245.0
48399,50.0
48401,96.0
48403,25.0
48405,18.0
48413,14.0
48415,25.0
48423,1744.0
48425,16.0
48427,48.0
48429,40.0
48433,20.0
48435,12.0
48437,20.0
48439,6909.0
48441,977.0
48445,45.0
48447,14.0
48449,174.0
48451,584.0
48453,3136.0
48457,49.0
48461,29.0
48463,25.0
48465,93.0
48469,627.0
48471,123.0
48475,25.0
48477,60.0
48479,557.0
48481,94.0
48483,41.0
48485,840.0
48487,28.0
48491,971.0
48493,44.0
48495,19.0
48497,99.0
48499,50.0
48501,24.0
48503,50.0
49001,72.0
49003,74.0
49005,168.0
49007,39.0
49011,433.0
49013,49.0
49017,36.0
49019,17.0
49021,48.0
49023,25.0
49025,25.0
49027,37.0
49035,3366.0
49037,36.0
49039,43.0
49041,29.0
49043,38.0
49045,44.0
49047,39.0
49049,1316.0
49051,19.0
49053,245.0
49057,593.0
50001,45.0
50003,99.0
50005,75.0
50007,562.0
50011,70.0
50015,43.0
50017,52.0
50019,49.0
50021,188.0
50023,130.0
50025,229.0
50027,164.0
51001,52.0
51003,266.0
51005,205.0
51013,394.0
51015,238.0
51017,25.0
51019,50.0
51027,134.0
51041,450.0
51047,70.0
51051,25.0
51053,130.0
51057,67.0
51059,2810.0
51061,97.0
51067,37.0
51071,25.0
51073,67.0
51083,192.0
51085,265.0
51087,1258.0
51095,106.0
51103,35.0
51107,451.0
51117,85.0
51121,292.0
51127,94.0
51135,180.0
51139,25.0
51147,116.0
51153,243.0
51155,147.0
51161,270.0
51165,238.0
51167,78.0
51171,25.0
51173,153.0
51177,133.0
51179,100.0
51185,207.0
51187,68.0
51191,116.0
51195,134.0
51197,92.0
51199,195.0
51510,323.0
51520,25.0
51540,612.0
51550,310.0
51590,322.0
51595,80.0
51620,90.0
51630,509.0
51640,141.0
51650,540.0
51670,147.0
51678,25.0
51680,570.0
51683,130.0
51700,856.0
51710,1379.0
51720,129.0
51730,572.0
51740,548.0
51760,1388.0
51770,737.0
51775,688.0
51790,132.0
51800,178.0
51810,547.0
51830,40.0
51840,455.0
53001,69.0
53003,62.0
53005,438.0
53007,265.0
53009,171.0
53011,814.0
53013,62.0
53015,346.0
53019,25.0
53021,95.0
53023,45.0
53025,173.0
53027,164.0
53029,37.0
53031,42.0
53033,5631.0
53035,419.0
53037,50.0
53039,57.0
53041,153.0
53043,50.0
53045,68.0
53047,112.0
53049,51.0
53051,74.0
53053,2873.0
53055,10.0
53057,205.0
53061,993.0
53063,2666.0
53065,120.0
53067,500.0
53071,142.0
53073,253.0
53075,61.0
53077,440.0
54001,72.0
54003,262.0
54005,25.0
54007,25.0
54009,238.0
54011,1071.0
54013,42.0
54019,94.0
54023,45.0
54025,122.0
54027,44.0
54033,483.0
54035,25.0
54037,25.0
54039,822.0
54041,220.0
54045,140.0
54047,124.0
54051,70.0
54053,201.0
54055,419.0
54057,25.0
54061,975.0
54065,41.0
54067,105.0
54069,408.0
54075,25.0
54077,25.0
54081,503.0
54083,80.0
54087,60.0
54089,25.0
54091,25.0
54095,12.0
54097,151.0
54099,80.0
54101,15.0
54103,58.0
54107,342.0
55001,25.0
55003,35.0
55005,90.0
55009,1270.0
55013,25.0
55015,25.0
55017,218.0
55019,49.0
55021,98.0
55023,25.0
55025,2260.0
55027,245.0
55029,25.0
55031,25.0
55033,25.0
55035,705.0
55039,189.0
55043,75.0
55045,95.0
55047,25.0
55049,25.0
55053,25.0
55055,49.0
55057,40.0
55059,389.0
55063,656.0
55065,25.0
55067,25.0
55069,43.0
55071,236.0
55073,440.0
55075,55.0
55079,4207.0
55081,50.0
55083,35.0
55085,172.0
55087,517.0
55089,314.0
55091,25.0
55095,73.0
55097,94.0
55099,25.0
55101,476.0
55103,25.0
55105,562.0
55107,25.0
55109,100.0
55111,161.0
55113,25.0
55115,25.0
55117,370.0
55119,25.0
55121,43.0
55123,50.0
55125,25.0
55127,134.0
55129,50.0
55131,141.0
55133,1070.0
55135,25.0
55137,25.0
55139,795.0
55141,619.0
56001,99.0
56003,25.0
56005,90.0
56007,25.0
56009,25.0
56011,16.0
56013,146.0
56015,25.0
56017,25.0
56019,25.0
56021,236.0
56023,38.0
56025,391.0
56027,24.0
56029,50.0
56031,25.0
56033,296.0
56037,115.0
56039,48.0
56041,225.0
56043,18.0
56045,12.0
72001,0.0
72005,124.0
72009,150.0
72013,292.0
72021,584.0
72023,43.0
72025,665.0
72031,233.0
72035,60.0
72041,216.0
72053,222.0
72069,296.0
72091,513.0
72097,158.0
72099,106.0
72113,762.0
72125,232.0
72127,2086.0
72141,7.0
72145,130.0
72153,84.0
